0,SansAnimation,,,,,,,,
,,,,,,,,,
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,195,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,255,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,18,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,78,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,138,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,198,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,258,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,318,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,21,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,81,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,141,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,201,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,261,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,321,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,24,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,84,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,144,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,204,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,264,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,324,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,27,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,87,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,147,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,207,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,267,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,327,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,30,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,150,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,210,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,330,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,33,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,93,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,153,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,213,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,273,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,333,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,36,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,96,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,156,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,216,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,276,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,336,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,39,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,99,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,159,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,219,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,279,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,339,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,42,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,102,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,162,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,222,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,282,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,342,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,45,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,105,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,165,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,285,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,345,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,48,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,108,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,168,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,228,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,288,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,348,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,51,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,111,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,171,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,231,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,291,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,351,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,54,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,114,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,174,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,234,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,294,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,354,0.3,0.1
,,,,,,,,,
,,,,,,,,,
0.1,GasterBlaster,3,323.5,308.5,323.5,308.5,0,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,60,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,120,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,180,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,240,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,300,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,3,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,63,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,123,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,183,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,243,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,303,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,6,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,66,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,126,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,186,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,246,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,306,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,9,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,69,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,129,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,189,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,249,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,309,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,12,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,72,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,132,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,192,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,252,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,312,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,15,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,75,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,195,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,255,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,18,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,78,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,138,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,198,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,258,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,318,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,21,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,81,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,141,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,201,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,261,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,321,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,24,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,84,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,144,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,204,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,264,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,324,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,27,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,87,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,147,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,207,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,267,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,327,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,30,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,150,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,210,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,330,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,33,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,93,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,153,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,213,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,273,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,333,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,36,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,96,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,156,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,216,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,276,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,336,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,39,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,99,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,159,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,219,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,279,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,339,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,42,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,102,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,162,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,222,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,282,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,342,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,45,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,105,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,165,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,285,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,345,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,48,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,108,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,168,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,228,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,288,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,348,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,51,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,111,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,171,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,231,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,291,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,351,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,54,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,114,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,174,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,234,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,294,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,354,0.3,0.1
,,,,,,,,,
0.1,GasterBlaster,3,323.5,308.5,323.5,308.5,0,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,60,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,120,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,180,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,240,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,300,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,3,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,63,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,123,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,183,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,243,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,303,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,6,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,66,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,126,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,186,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,246,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,306,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,9,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,69,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,129,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,189,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,249,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,309,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,12,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,72,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,132,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,192,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,252,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,312,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,15,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,75,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,135,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,195,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,255,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,315,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,18,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,78,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,138,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,198,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,258,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,318,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,21,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,81,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,141,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,201,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,261,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,321,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,24,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,84,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,144,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,204,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,264,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,324,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,27,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,87,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,147,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,207,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,267,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,327,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,30,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,90,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,150,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,210,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,270,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,330,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,33,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,93,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,153,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,213,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,273,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,333,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,36,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,96,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,156,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,216,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,276,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,336,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,39,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,99,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,159,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,219,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,279,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,339,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,42,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,102,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,162,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,222,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,282,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,342,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,45,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,105,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,165,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,225,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,285,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,345,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,48,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,108,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,168,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,228,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,288,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,348,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,51,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,111,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,171,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,231,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,291,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,351,0.3,0.1
0.045,GasterBlaster,3,323.5,308.5,323.5,308.5,54,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,114,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,174,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,234,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,294,0.3,0.1
0,GasterBlaster,3,323.5,308.5,323.5,308.5,354,0.3,0.1
0.32,,,,,,,,,
0,CombatZoneResize,-10,-50,650,500,,,,
0,CombatZoneSpeed,323.5,,,,,,,
0,Sound,Ding,,,,,,,
0.55,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,0,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,45,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,90,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,100,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,135,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,180,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,100,,,,,
0,ADD,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,225,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,270,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,ADD,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,315,0.15,0.1
1,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,0,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,45,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,90,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,100,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,135,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,180,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,100,,,,,
0,ADD,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,225,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,270,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,ADD,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,315,0.15,0.1
1,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,0,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartX,$HeartX,100,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,45,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
0,GasterBlaster,1,0,0,$HeartX,$HeartY,90,0.15,0.1
0,GetHeartpos,HeartX,HeartY,,,,,,
0,ADD,HeartX,$HeartX,100,,,,,
0,SUB,HeartY,$HeartY,100,,,,,
